date,description_raw,amount,true_category,true_anomaly,description_clean,merchant,month,day_of_week,day_of_month,cluster
2026-05-19,AMAZON MARKETPLACE,83.58,Shopping,0,amazon marketplace,amazon marketplace,5,1,19,2
2026-05-19,MCDONALDS F3812,18.24,Dining,0,mcdonalds f,mcdonalds,5,1,19,5
2026-05-19,CHIPOTLE 1432,11.93,Dining,0,chipotle,chipotle,5,1,19,5
2026-05-20,STARBUCKS STORE 12931,5.32,Dining,0,starbucks store,starbucks,5,2,20,5
2026-05-21,MAX STREAMING,23.02,Entertainment,0,max streaming,max streaming,5,3,21,0
2026-05-21,TACO BELL 3982,7.67,Dining,0,taco bell,taco bell,5,3,21,5
2026-05-21,PANERA BREAD 2918,21.63,Dining,0,panera bread,panera bread,5,3,21,5
2026-05-21,ETSY.COM,48.25,Shopping,0,etsy com,etsy,5,3,21,2
2026-05-23,ETSY.COM,58.81,Shopping,0,etsy com,etsy,5,5,23,2
2026-05-23,PANERA BREAD 2918,12.11,Dining,0,panera bread,panera bread,5,5,23,5
2026-05-24,STARBUCKS STORE 12931,7.53,Dining,0,starbucks store,starbucks,5,6,24,5
2026-05-25,AMAZON MARKETPLACE,93.39,Shopping,0,amazon marketplace,amazon marketplace,5,0,25,2
2026-05-25,MAX STREAMING,14.32,Entertainment,0,max streaming,max streaming,5,0,25,0
2026-05-25,CHEVRON 5812,68.3,Fuel,0,chevron,chevron,5,0,25,3
2026-05-25,TRADER JOES #551,53.4,Groceries,0,trader joes,trader joes,5,0,25,5
2026-05-26,EBAY COMMERCE,70.06,Shopping,0,ebay commerce,ebay commerce,5,1,26,2
2026-05-26,TRADER JOES #551,97.78,Groceries,0,trader joes,trader joes,5,1,26,5
2026-05-26,CHEVRON 5812,54.91,Fuel,0,chevron,chevron,5,1,26,3
2026-05-26,HULU,16.18,Entertainment,0,hulu,hulu,5,1,26,0
2026-05-27,KROGER #912,56.65,Groceries,0,kroger,kroger,5,2,27,5
2026-05-28,SHELL OIL 88321,72.33,Fuel,0,shell oil,shell,5,3,28,1
2026-05-28,ETSY.COM,80.36,Shopping,0,etsy com,etsy,5,3,28,2
2026-05-28,NETFLIX.COM,15.84,Entertainment,0,netflix com,netflix,5,3,28,0
2026-05-29,MCDONALDS F3812,19.37,Dining,0,mcdonalds f,mcdonalds,5,4,29,5
2026-05-29,SHOPRITE #441,117.41,Groceries,0,shoprite,shoprite,5,4,29,1
2026-05-29,EXXON 57291,59.83,Fuel,0,exxon,exxon,5,4,29,3
2026-05-29,TACO BELL 3982,10.83,Dining,0,taco bell,taco bell,5,4,29,5
2026-05-29,TARGET STORE 1192,123.59,Shopping,0,target store,target,5,4,29,1
2026-05-30,STARBUCKS STORE 12931,12.0,Dining,0,starbucks store,starbucks,5,5,30,5
2026-05-30,MAX STREAMING,14.54,Entertainment,0,max streaming,max streaming,5,5,30,0
2026-05-30,WHOLE FOODS MARKET,90.98,Groceries,0,whole foods market,whole foods,5,5,30,5
2026-05-30,MCDONALDS F3812,11.86,Dining,0,mcdonalds f,mcdonalds,5,5,30,5
2026-05-31,AMAZON MARKETPLACE,22.3,Shopping,0,amazon marketplace,amazon marketplace,5,6,31,2
2026-05-31,MCDONALDS F3812,17.71,Dining,0,mcdonalds f,mcdonalds,5,6,31,5
2026-06-01,SHELL OIL 88321,45.01,Fuel,0,shell oil,shell,6,0,1,1
2026-06-01,BEST BUY 882,74.66,Shopping,0,best buy,best buy,6,0,1,2
2026-06-01,BP GAS STATION 2281,64.33,Fuel,0,bp gas station,bp,6,0,1,1
2026-06-01,DUNKIN 349832,7.14,Dining,0,dunkin,dunkin,6,0,1,1
2026-06-02,SHELL OIL 88321,49.56,Fuel,0,shell oil,shell,6,1,2,1
2026-06-03,TACO BELL 3982,12.31,Dining,0,taco bell,taco bell,6,2,3,5
2026-06-03,DISNEY PLUS,15.9,Entertainment,0,disney plus,disney plus,6,2,3,0
2026-06-03,SHOPRITE #441,49.19,Groceries,0,shoprite,shoprite,6,2,3,1
2026-06-03,COSTCO WHOLESALE,71.96,Groceries,0,costco wholesale,costco wholesale,6,2,3,2
2026-06-04,STARBUCKS STORE 12931,7.73,Dining,0,starbucks store,starbucks,6,3,4,5
2026-06-06,MCDONALDS F3812,12.25,Dining,0,mcdonalds f,mcdonalds,6,5,6,5
2026-06-07,TARGET STORE 1192,80.2,Shopping,0,target store,target,6,6,7,1
2026-06-07,DISNEY PLUS,19.72,Entertainment,0,disney plus,disney plus,6,6,7,0
2026-06-07,EBAY COMMERCE,93.33,Shopping,0,ebay commerce,ebay commerce,6,6,7,2
2026-06-08,TACO BELL 3982,16.07,Dining,0,taco bell,taco bell,6,0,8,5
2026-06-08,CHIPOTLE 1432,24.66,Dining,0,chipotle,chipotle,6,0,8,5
2026-06-08,SPEEDWAY 8912,58.24,Fuel,0,speedway,speedway,6,0,8,3
2026-06-09,MOBIL 29182,64.82,Fuel,0,mobil,mobil,6,1,9,3
2026-06-09,COSTCO WHOLESALE,61.06,Groceries,0,costco wholesale,costco wholesale,6,1,9,2
2026-06-09,AMZN MKTP US,91.29,Shopping,0,amzn mktp us,amazon,6,1,9,2
2026-06-10,PANERA BREAD 2918,10.87,Dining,0,panera bread,panera bread,6,2,10,5
2026-06-10,KROGER #912,118.76,Groceries,0,kroger,kroger,6,2,10,5
2026-06-11,DUNKIN 349832,3.93,Dining,0,dunkin,dunkin,6,3,11,1
2026-06-12,SHOPRITE #441,87.53,Groceries,0,shoprite,shoprite,6,4,12,1
2026-06-13,COSTCO WHOLESALE,162.97,Groceries,0,costco wholesale,costco wholesale,6,5,13,2
2026-06-13,PANERA BREAD 2918,11.28,Dining,0,panera bread,panera bread,6,5,13,5
2026-06-13,ALDI #128,40.6,Groceries,0,aldi,aldi,6,5,13,3
2026-06-14,MCDONALDS F3812,17.93,Dining,0,mcdonalds f,mcdonalds,6,6,14,5
2026-06-14,ETSY.COM,52.19,Shopping,0,etsy com,etsy,6,6,14,2
2026-06-14,ETSY.COM,82.08,Shopping,0,etsy com,etsy,6,6,14,2
2026-06-14,SHOPRITE #441,36.39,Groceries,0,shoprite,shoprite,6,6,14,1
2026-06-15,SPEEDWAY 8912,40.59,Fuel,0,speedway,speedway,6,0,15,3
2026-06-15,ETSY.COM,99.26,Shopping,0,etsy com,etsy,6,0,15,2
2026-06-16,NETFLIX.COM,109.98,Entertainment,1,netflix com,netflix,6,1,16,0
2026-06-16,EBAY COMMERCE,85.72,Shopping,0,ebay commerce,ebay commerce,6,1,16,2
2026-06-16,DUNKIN 349832,4.31,Dining,0,dunkin,dunkin,6,1,16,1
2026-06-17,WHOLE FOODS MARKET,120.93,Groceries,0,whole foods market,whole foods,6,2,17,5
2026-06-18,ETSY.COM,34.35,Shopping,0,etsy com,etsy,6,3,18,2
2026-06-18,COSTCO WHOLESALE,166.47,Groceries,0,costco wholesale,costco wholesale,6,3,18,2
2026-06-18,STARBUCKS STORE 12931,13.64,Dining,0,starbucks store,starbucks,6,3,18,5
2026-06-18,SHELL OIL 88321,51.63,Fuel,0,shell oil,shell,6,3,18,1
2026-06-19,SHOPRITE #441,97.86,Groceries,0,shoprite,shoprite,6,4,19,1
2026-06-20,MCDONALDS F3812,12.95,Dining,0,mcdonalds f,mcdonalds,6,5,20,5
2026-06-20,COSTCO WHOLESALE,44.88,Groceries,0,costco wholesale,costco wholesale,6,5,20,2
2026-06-20,TACO BELL 3982,16.12,Dining,0,taco bell,taco bell,6,5,20,5
2026-06-20,EXXON 57291,39.31,Fuel,0,exxon,exxon,6,5,20,3
2026-06-20,PANERA BREAD 2918,9.97,Dining,0,panera bread,panera bread,6,5,20,5
2026-06-21,SHELL OIL 88321,50.65,Fuel,0,shell oil,shell,6,6,21,1
2026-06-21,ALDI #128,87.3,Groceries,0,aldi,aldi,6,6,21,3
2026-06-21,BEST BUY 882,167.77,Shopping,0,best buy,best buy,6,6,21,2
2026-06-21,CHEVRON 5812,55.65,Fuel,0,chevron,chevron,6,6,21,3
2026-06-21,TARGET STORE 1192,79.71,Shopping,0,target store,target,6,6,21,1
2026-06-22,WHOLE FOODS MARKET,121.53,Groceries,0,whole foods market,whole foods,6,0,22,5
2026-06-22,PANERA BREAD 2918,19.3,Dining,0,panera bread,panera bread,6,0,22,5
2026-06-22,DISNEY PLUS,19.96,Entertainment,0,disney plus,disney plus,6,0,22,0
2026-06-22,MOBIL 29182,35.77,Fuel,0,mobil,mobil,6,0,22,3
2026-06-23,DUNKIN 349832,5.98,Dining,0,dunkin,dunkin,6,1,23,1
2026-06-23,SPOTIFY USA,17.84,Entertainment,0,spotify usa,spotify,6,1,23,4
2026-06-24,TRADER JOES #551,96.33,Groceries,0,trader joes,trader joes,6,2,24,5
2026-06-24,AMAZON MARKETPLACE,35.59,Shopping,0,amazon marketplace,amazon marketplace,6,2,24,2
2026-06-24,CHIPOTLE 1432,16.84,Dining,0,chipotle,chipotle,6,2,24,5
2026-06-24,SPOTIFY USA,13.14,Entertainment,0,spotify usa,spotify,6,2,24,4
2026-06-25,ETSY.COM,52.06,Shopping,0,etsy com,etsy,6,3,25,2
2026-06-25,MOBIL 29182,407.72,Fuel,1,mobil,mobil,6,3,25,3
2026-06-25,DUNKIN 349832,9.8,Dining,0,dunkin,dunkin,6,3,25,1
2026-06-27,SPEEDWAY 8912,29.74,Fuel,0,speedway,speedway,6,5,27,3
2026-06-27,SHELL OIL 88321,70.61,Fuel,0,shell oil,shell,6,5,27,1
2026-06-27,TRADER JOES #551,39.19,Groceries,0,trader joes,trader joes,6,5,27,5
2026-06-28,HULU,11.39,Entertainment,0,hulu,hulu,6,6,28,0
2026-06-29,BP GAS STATION 2281,49.95,Fuel,0,bp gas station,bp,6,0,29,1
2026-06-29,MOBIL 29182,37.56,Fuel,0,mobil,mobil,6,0,29,3
2026-06-29,TARGET STORE 1192,19.99,Shopping,0,target store,target,6,0,29,1
2026-06-30,CHIPOTLE 1432,10.61,Dining,0,chipotle,chipotle,6,1,30,5
2026-06-30,WHOLE FOODS MARKET,118.91,Groceries,0,whole foods market,whole foods,6,1,30,5
2026-07-01,SHELL OIL 88321,42.8,Fuel,0,shell oil,shell,7,2,1,1
2026-07-01,MOBIL 29182,31.81,Fuel,0,mobil,mobil,7,2,1,3
2026-07-02,TACO BELL 3982,5.72,Dining,0,taco bell,taco bell,7,3,2,5
2026-07-02,TACO BELL 3982,13.29,Dining,0,taco bell,taco bell,7,3,2,5
2026-07-03,STARBUCKS STORE 12931,4.63,Dining,0,starbucks store,starbucks,7,4,3,5
2026-07-03,COSTCO WHOLESALE,107.56,Groceries,0,costco wholesale,costco wholesale,7,4,3,2
2026-07-04,MOBIL 29182,52.72,Fuel,0,mobil,mobil,7,5,4,3
2026-07-04,STARBUCKS STORE 12931,12.3,Dining,0,starbucks store,starbucks,7,5,4,5
2026-07-04,STARBUCKS STORE 12931,10.81,Dining,0,starbucks store,starbucks,7,5,4,5
2026-07-05,ETSY.COM,43.5,Shopping,0,etsy com,etsy,7,6,5,2
2026-07-05,DUNKIN 349832,6.52,Dining,0,dunkin,dunkin,7,6,5,1
2026-07-05,SPEEDWAY 8912,36.1,Fuel,0,speedway,speedway,7,6,5,3
2026-07-05,COSTCO WHOLESALE,104.79,Groceries,0,costco wholesale,costco wholesale,7,6,5,2
2026-07-05,CHIPOTLE 1432,21.99,Dining,0,chipotle,chipotle,7,6,5,5
2026-07-05,MCDONALDS F3812,16.62,Dining,0,mcdonalds f,mcdonalds,7,6,5,5
2026-07-06,MCDONALDS F3812,6.02,Dining,0,mcdonalds f,mcdonalds,7,0,6,5
2026-07-07,PANERA BREAD 2918,20.03,Dining,0,panera bread,panera bread,7,1,7,5
2026-07-08,KROGER #912,32.4,Groceries,0,kroger,kroger,7,2,8,5
2026-07-08,MCDONALDS F3812,9.97,Dining,0,mcdonalds f,mcdonalds,7,2,8,5
2026-07-08,WHOLE FOODS MARKET,137.32,Groceries,0,whole foods market,whole foods,7,2,8,5
2026-07-09,CHEVRON 5812,42.52,Fuel,0,chevron,chevron,7,3,9,3
2026-07-10,DUNKIN 349832,5.06,Dining,0,dunkin,dunkin,7,4,10,1
2026-07-10,AMZN MKTP US,95.51,Shopping,0,amzn mktp us,amazon,7,4,10,2
2026-07-10,STARBUCKS STORE 12931,11.81,Dining,0,starbucks store,starbucks,7,4,10,5
2026-07-11,TACO BELL 3982,11.11,Dining,0,taco bell,taco bell,7,5,11,5
2026-07-11,AMAZON MARKETPLACE,67.07,Shopping,0,amazon marketplace,amazon marketplace,7,5,11,2
2026-07-11,AMZN MKTP US,92.35,Shopping,0,amzn mktp us,amazon,7,5,11,2
2026-07-11,SHOPRITE #441,91.41,Groceries,0,shoprite,shoprite,7,5,11,1
2026-07-12,MCDONALDS F3812,9.29,Dining,0,mcdonalds f,mcdonalds,7,6,12,5
2026-07-12,DUNKIN 349832,10.11,Dining,0,dunkin,dunkin,7,6,12,1
2026-07-12,AMZN MKTP US,25.43,Shopping,0,amzn mktp us,amazon,7,6,12,2
2026-07-13,PANERA BREAD 2918,22.71,Dining,0,panera bread,panera bread,7,0,13,5
2026-07-13,ETSY.COM,98.16,Shopping,0,etsy com,etsy,7,0,13,2
2026-07-13,MCDONALDS F3812,12.38,Dining,0,mcdonalds f,mcdonalds,7,0,13,5
2026-07-14,KROGER #912,71.93,Groceries,0,kroger,kroger,7,1,14,5
2026-07-14,COSTCO WHOLESALE,114.14,Groceries,0,costco wholesale,costco wholesale,7,1,14,2
2026-07-14,TARGET STORE 1192,109.46,Shopping,0,target store,target,7,1,14,1
2026-07-14,STARBUCKS STORE 12931,4.49,Dining,0,starbucks store,starbucks,7,1,14,5
2026-07-15,EBAY COMMERCE,39.7,Shopping,0,ebay commerce,ebay commerce,7,2,15,2
2026-07-15,MCDONALDS F3812,18.93,Dining,0,mcdonalds f,mcdonalds,7,2,15,5
2026-07-15,TRADER JOES #551,67.24,Groceries,0,trader joes,trader joes,7,2,15,5
2026-07-16,SHOPRITE #441,65.32,Groceries,0,shoprite,shoprite,7,3,16,1
2026-07-16,AMZN MKTP US,65.4,Shopping,0,amzn mktp us,amazon,7,3,16,2
2026-07-16,STARBUCKS STORE 12931,9.0,Dining,0,starbucks store,starbucks,7,3,16,5
2026-07-16,CHIPOTLE 1432,13.47,Dining,0,chipotle,chipotle,7,3,16,5
2026-07-16,PANERA BREAD 2918,13.8,Dining,0,panera bread,panera bread,7,3,16,5
2026-07-17,STARBUCKS STORE 12931,8.82,Dining,0,starbucks store,starbucks,7,4,17,5
2026-07-17,MCDONALDS F3812,7.39,Dining,0,mcdonalds f,mcdonalds,7,4,17,5
2026-07-18,AMZN MKTP US,20.98,Shopping,0,amzn mktp us,amazon,7,5,18,2
2026-07-18,EBAY COMMERCE,118.1,Shopping,0,ebay commerce,ebay commerce,7,5,18,2
2026-07-18,WHOLE FOODS MARKET,35.34,Groceries,0,whole foods market,whole foods,7,5,18,5
2026-07-18,ETSY.COM,45.23,Shopping,0,etsy com,etsy,7,5,18,2
2026-07-19,ALDI #128,98.18,Groceries,0,aldi,aldi,7,6,19,3
2026-07-19,CHIPOTLE 1432,12.1,Dining,0,chipotle,chipotle,7,6,19,5
2026-07-19,TRADER JOES #551,73.6,Groceries,0,trader joes,trader joes,7,6,19,5
2026-07-19,CHIPOTLE 1432,15.44,Dining,0,chipotle,chipotle,7,6,19,5
2026-07-19,COSTCO WHOLESALE,48.33,Groceries,0,costco wholesale,costco wholesale,7,6,19,2
2026-07-19,STARBUCKS STORE 12931,13.21,Dining,0,starbucks store,starbucks,7,6,19,5
2026-07-21,SPEEDWAY 8912,36.4,Fuel,0,speedway,speedway,7,1,21,3
2026-07-21,DUNKIN 349832,7.32,Dining,0,dunkin,dunkin,7,1,21,1
2026-07-21,PANERA BREAD 2918,23.58,Dining,0,panera bread,panera bread,7,1,21,5
2026-07-21,BEST BUY 882,100.02,Shopping,0,best buy,best buy,7,1,21,2
2026-07-22,STARBUCKS STORE 12931,9.3,Dining,0,starbucks store,starbucks,7,2,22,5
2026-07-22,WHOLE FOODS MARKET,62.0,Groceries,0,whole foods market,whole foods,7,2,22,5
2026-07-22,MOBIL 29182,57.45,Fuel,0,mobil,mobil,7,2,22,3
2026-07-23,SHOPRITE #441,96.99,Groceries,0,shoprite,shoprite,7,3,23,1
2026-07-23,SHELL OIL 88321,42.89,Fuel,0,shell oil,shell,7,3,23,1
2026-07-23,ALDI #128,99.64,Groceries,0,aldi,aldi,7,3,23,3
2026-07-23,CHIPOTLE 1432,16.2,Dining,0,chipotle,chipotle,7,3,23,5
2026-07-23,TARGET STORE 1192,20.45,Shopping,0,target store,target,7,3,23,1
2026-07-24,SHELL OIL 88321,65.19,Fuel,0,shell oil,shell,7,4,24,1
2026-07-24,SPOTIFY USA,19.64,Entertainment,0,spotify usa,spotify,7,4,24,4
2026-07-24,SHOPRITE #441,91.62,Groceries,0,shoprite,shoprite,7,4,24,1
2026-07-25,WHOLE FOODS MARKET,71.88,Groceries,0,whole foods market,whole foods,7,5,25,5
2026-07-25,SHOPRITE #441,119.85,Groceries,0,shoprite,shoprite,7,5,25,1
2026-07-25,PANERA BREAD 2918,21.24,Dining,0,panera bread,panera bread,7,5,25,5
2026-07-25,BP GAS STATION 2281,44.66,Fuel,0,bp gas station,bp,7,5,25,1
2026-07-25,STARBUCKS STORE 12931,7.42,Dining,0,starbucks store,starbucks,7,5,25,5
2026-07-26,AMZN MKTP US,102.64,Shopping,0,amzn mktp us,amazon,7,6,26,2
2026-07-26,STARBUCKS STORE 12931,6.41,Dining,0,starbucks store,starbucks,7,6,26,5
2026-07-27,DUNKIN 349832,8.16,Dining,0,dunkin,dunkin,7,0,27,1
2026-07-27,PANERA BREAD 2918,16.48,Dining,0,panera bread,panera bread,7,0,27,5
2026-07-27,MAX STREAMING,19.31,Entertainment,0,max streaming,max streaming,7,0,27,0
2026-07-27,AMAZON MARKETPLACE,17.66,Shopping,0,amazon marketplace,amazon marketplace,7,0,27,2
2026-07-27,EBAY COMMERCE,114.3,Shopping,0,ebay commerce,ebay commerce,7,0,27,2
2026-07-28,ALDI #128,77.42,Groceries,0,aldi,aldi,7,1,28,3
2026-07-28,APPLE MUSIC,12.34,Entertainment,0,apple music,apple music,7,1,28,4
2026-07-28,COSTCO WHOLESALE,105.1,Groceries,0,costco wholesale,costco wholesale,7,1,28,2
2026-07-28,AMZN MKTP US,41.71,Shopping,0,amzn mktp us,amazon,7,1,28,2
2026-07-28,AMZN MKTP US,118.06,Shopping,0,amzn mktp us,amazon,7,1,28,2
2026-07-29,EXXON 57291,74.97,Fuel,0,exxon,exxon,7,2,29,3
2026-07-30,BEST BUY 882,88.16,Shopping,0,best buy,best buy,7,3,30,2
2026-07-30,TRADER JOES #551,41.37,Groceries,0,trader joes,trader joes,7,3,30,5
2026-07-30,WHOLE FOODS MARKET,83.49,Groceries,0,whole foods market,whole foods,7,3,30,5
2026-07-30,DUNKIN 349832,10.32,Dining,0,dunkin,dunkin,7,3,30,1
