date,description_raw,amount,true_category,true_anomaly,description_clean,merchant,month,day_of_week,day_of_month,category,category_confidence,amount_abs,log_amount,merchant_frequency,merchant_median_amount,merchant_amount_ratio,merchant_high_ratio,merchant_positive_robust_z,is_anomaly_candidate,is_anomaly,anomaly_score,anomaly_reason
2026-03-16,ETSY.COM,143.24,Shopping,1,etsy com,etsy,3,0,16,Shopping,0.8857,143.24,4.971478578895062,0.04,58.8,2.436054421768708,2.436054421768708,2.540321129803912,True,True,58.3,amount is 2.4x this merchant's typical amount (median $58.80)
2026-03-16,TACO BELL 3982,9.19,Dining,0,taco bell,taco bell,3,0,16,Dining,0.861,9.19,2.321406847234633,0.036,12.05,0.762655601659751,1.0,0.0,False,False,9.5,
2026-03-16,STARBUCKS STORE 12931,5.57,Dining,0,starbucks store,starbucks,3,0,16,Dining,0.8092,5.57,1.8825138324965192,0.07,9.87,0.5643363728470112,1.0,0.0,False,False,28.7,
2026-03-16,KROGER #912,94.48,Groceries,0,kroger,kroger,3,0,16,Groceries,0.7572,94.48,4.558916801470629,0.026,71.93,1.3134992353677186,1.3134992353677186,0.6744907594765952,False,False,17.9,
2026-03-17,STARBUCKS STORE 12931,5.77,Dining,0,starbucks store,starbucks,3,1,17,Dining,0.8092,5.77,1.9125010869241836,0.07,9.87,0.5845997973657548,1.0,0.0,False,False,28.7,
2026-03-17,ALDI #128,38.93,Groceries,0,aldi,aldi,3,1,17,Groceries,0.7881,38.93,3.6871279210751298,0.03,68.7,0.5666666666666667,1.0,0.0,False,False,3.0,
2026-03-17,STARBUCKS STORE 12931,10.28,Dining,0,starbucks store,starbucks,3,1,17,Dining,0.8092,10.28,2.423031246069913,0.07,9.87,1.0415400202634246,1.0415400202634246,0.11287396383077723,False,False,35.0,
2026-03-18,CHIPOTLE 1432,10.73,Dining,0,chipotle,chipotle,3,2,18,Dining,0.8391,10.73,2.462149662665384,0.044,15.82,0.6782553729456384,1.0,0.0,False,False,5.6,
2026-03-18,CHIPOTLE 1432,8.51,Dining,0,chipotle,chipotle,3,2,18,Dining,0.8391,8.51,2.252343876557299,0.044,15.82,0.5379266750948166,1.0,0.0,False,False,7.9,
2026-03-18,EBAY COMMERCE,95.51,Shopping,0,ebay commerce,ebay commerce,3,2,18,Shopping,0.8827,95.51,4.569646629919045,0.03,93.2,1.024785407725322,1.024785407725322,0.06305437694823703,False,False,13.1,
2026-03-19,CHEVRON 5812,67.21,Fuel,0,chevron,chevron,3,3,19,Fuel,0.9404,67.21,4.222591181666628,0.034,56.98,1.1795366795366795,1.1795366795366795,0.6744907594765952,False,False,11.3,
2026-03-19,TRADER JOES #551,28.84,Groceries,0,trader joes,trader joes,3,3,19,Groceries,0.8246,28.84,3.3958497753355603,0.032,72.02,0.4004443210219384,1.0,0.0,False,False,4.5,
2026-03-19,STARBUCKS STORE 12931,10.45,Dining,0,starbucks store,starbucks,3,3,19,Dining,0.8092,10.45,2.4379897300002487,0.07,9.87,1.0587639311043566,1.0587639311043566,0.15967536346792874,False,False,34.8,
2026-03-19,COSTCO WHOLESALE,171.05,Groceries,0,costco wholesale,costco wholesale,3,3,19,Groceries,0.8857,171.05,5.14778513224349,0.06,107.98,1.5840896462307836,1.5840896462307836,1.172065909910149,False,False,40.4,
2026-03-20,MCDONALDS F3812,124.76,Dining,1,mcdonalds f,mcdonalds,3,4,20,Dining,0.8766,124.76,4.834375328680896,0.056,11.995000000000001,10.40100041684035,10.40100041684035,20.0,True,True,99.2,amount is 10.4x this merchant's typical amount (median $12.00)
2026-03-21,KROGER #912,63.16,Groceries,0,kroger,kroger,3,5,21,Groceries,0.7572,63.16,4.161379963558259,0.026,71.93,0.8780759071319337,1.0,0.0,False,False,7.3,
2026-03-23,MCDONALDS F3812,15.84,Dining,0,mcdonalds f,mcdonalds,3,0,23,Dining,0.8766,15.84,2.8237570088141806,0.056,11.995000000000001,1.3205502292621925,1.3205502292621925,0.7018719811062266,False,False,27.2,
2026-03-24,ETSY.COM,85.32,Shopping,0,etsy com,etsy,3,1,24,Shopping,0.8857,85.32,4.458061320949879,0.04,58.8,1.4510204081632652,1.4510204081632652,0.7978365272666951,False,False,18.0,
2026-03-24,STARBUCKS STORE 12931,11.42,Dining,0,starbucks store,starbucks,3,1,24,Dining,0.8092,11.42,2.519308076505333,0.07,9.87,1.1570415400202636,1.1570415400202636,0.42671864375049934,False,False,38.5,
2026-03-24,DUNKIN 349832,13.61,Dining,0,dunkin,dunkin,3,1,24,Dining,0.8728,13.61,2.681706225762608,0.044,7.555,1.801455989410986,1.801455989410986,1.6174421974775381,True,False,47.5,
2026-03-25,SPEEDWAY 8912,58.06,Fuel,0,speedway,speedway,3,2,25,Fuel,0.8361,58.06,4.078553876315777,0.024,44.185,1.3140205952246238,1.3140205952246238,0.660681912300583,False,False,20.8,
2026-03-25,TACO BELL 3982,13.6,Dining,0,taco bell,taco bell,3,2,25,Dining,0.861,13.6,2.681021528714291,0.036,12.05,1.1286307053941909,1.1286307053941909,0.44966050631772964,False,False,20.0,
2026-03-25,STARBUCKS STORE 12931,9.39,Dining,0,starbucks store,starbucks,3,2,25,Dining,0.8092,9.39,2.340843805111136,0.07,9.87,0.9513677811550153,1.0,0.0,False,False,22.0,
2026-03-26,TARGET STORE 1192,76.9,Shopping,0,target store,target,3,3,26,Shopping,0.8032,76.9,4.355425952876702,0.034,84.47,0.9103823842784421,1.0,0.0,False,False,1.5,
2026-03-27,CHEVRON 5812,70.63,Fuel,0,chevron,chevron,3,4,27,Fuel,0.9404,70.63,4.27151398062636,0.034,56.98,1.2395577395577395,1.2395577395577395,0.8999803388910583,False,False,13.1,
2026-03-27,WHOLE FOODS MARKET,99.33,Groceries,0,whole foods market,whole foods,3,4,27,Groceries,0.8276,99.33,4.608464752937522,0.048,77.685,1.278625217223402,1.278625217223402,0.4734669203460646,False,False,21.1,
2026-03-27,BEST BUY 882,152.94,Shopping,0,best buy,best buy,3,4,27,Shopping,0.8555,152.94,5.036562916106171,0.038,117.4,1.3027257240204428,1.3027257240204428,0.4759063250307363,False,False,23.2,
2026-03-27,SHOPRITE #441,122.25,Groceries,0,shoprite,shoprite,3,4,27,Groceries,0.7574,122.25,4.814214812922799,0.034,89.38,1.3677556500335646,1.3677556500335646,0.7909565202995251,False,False,15.0,
2026-03-27,MAX STREAMING,10.46,Entertainment,0,max streaming,max streaming,3,4,27,Entertainment,0.9204,10.46,2.4388627112865935,0.022,16.68,0.6270983213429258,1.0,0.0,False,False,14.4,
2026-03-27,CHIPOTLE 1432,15.27,Dining,0,chipotle,chipotle,3,4,27,Dining,0.8391,15.27,2.7893229212309465,0.044,15.82,0.9652338811630846,1.0,0.0,False,False,5.7,
2026-03-27,COSTCO WHOLESALE,108.4,Groceries,0,costco wholesale,costco wholesale,3,4,27,Groceries,0.8857,108.4,4.695010889987881,0.06,107.98,1.0038896091868865,1.0038896091868865,0.007805100398957737,False,False,24.5,
2026-03-28,BP GAS STATION 2281,60.94,Fuel,0,bp gas station,bp,3,5,28,Fuel,0.8547,60.94,4.126166174545057,0.018,49.95,1.22002002002002,1.22002002002002,1.1655115482150595,False,False,32.3,
2026-03-28,TRADER JOES #551,75.87,Groceries,0,trader joes,trader joes,3,5,28,Groceries,0.8246,75.87,4.34211568336104,0.032,72.02,1.0534573729519578,1.0534573729519578,0.12097784411762857,False,False,8.8,
2026-03-28,PANERA BREAD 2918,17.85,Dining,0,panera bread,panera bread,3,5,28,Dining,0.8521,17.85,2.93651291389402,0.046,18.11,0.9856432909994479,1.0,0.0,False,False,6.5,
2026-03-28,STARBUCKS STORE 12931,12.55,Dining,0,starbucks store,starbucks,3,5,28,Dining,0.8092,12.55,2.60638654732571,0.07,9.87,1.2715298885511652,1.2715298885511652,0.7378103001621538,False,False,34.9,
2026-03-28,AMAZON MARKETPLACE,25.83,Shopping,0,amazon marketplace,amazon marketplace,3,5,28,Shopping,0.8586,25.83,3.2895206644375325,0.034,69.9,0.3695278969957081,1.0,0.0,False,False,4.0,
2026-03-29,ALDI #128,32.61,Groceries,0,aldi,aldi,3,6,29,Groceries,0.7881,32.61,3.5148236417370144,0.03,68.7,0.4746724890829694,1.0,0.0,False,False,4.5,
2026-03-29,KROGER #912,35.1,Groceries,0,kroger,kroger,3,6,29,Groceries,0.7572,35.1,3.586292865338835,0.026,71.93,0.48797441957458637,1.0,0.0,False,False,7.5,
2026-03-29,NETFLIX.COM,20.64,Entertainment,0,netflix com,netflix,3,6,29,Entertainment,0.8948,20.64,3.074543453978281,0.022,19.62,1.0519877675840978,1.0519877675840978,0.3465851172273189,False,False,19.1,
2026-03-29,EXXON 57291,67.45,Fuel,0,exxon,exxon,3,6,29,Fuel,0.8754,67.45,4.226103551734458,0.014,59.83,1.127360855757981,1.127360855757981,0.6481235292826808,False,False,33.8,
2026-03-29,CHEVRON 5812,65.43,Fuel,0,chevron,chevron,3,6,29,Fuel,0.9404,65.43,4.19614876167715,0.034,56.98,1.1482976482976486,1.1482976482976486,0.5571306859801797,False,False,11.1,
2026-03-30,AMZN MKTP US,97.91,Shopping,0,amzn mktp us,amazon,3,0,30,Shopping,0.8063,97.91,4.594210345751749,0.034,90.57,1.081042287733245,1.081042287733245,0.20653993218849442,False,False,9.2,
2026-03-30,ALDI #128,68.7,Groceries,0,aldi,aldi,3,0,30,Groceries,0.7881,68.7,4.244200317766478,0.03,68.7,1.0,1.0,0.0,False,False,3.1,
2026-03-30,AMAZON MARKETPLACE,69.9,Shopping,0,amazon marketplace,amazon marketplace,3,0,30,Shopping,0.8586,69.9,4.2612704335380815,0.034,69.9,1.0,1.0,0.0,False,False,0.6,
2026-03-30,AMAZON MARKETPLACE,60.73,Shopping,0,amazon marketplace,amazon marketplace,3,0,30,Shopping,0.8586,60.73,4.122770036405805,0.034,69.9,0.8688125894134476,1.0,0.0,False,False,0.3,
2026-03-31,STARBUCKS STORE 12931,6.67,Dining,0,starbucks store,starbucks,3,1,31,Dining,0.8092,6.67,2.0373166153791646,0.07,9.87,0.6757852077001013,1.0,0.0,False,False,25.6,
2026-03-31,TACO BELL 3982,34.96,Dining,1,taco bell,taco bell,3,1,31,Dining,0.861,34.96,3.5824072096034194,0.036,12.05,2.901244813278008,2.901244813278008,6.646272386928511,True,True,76.5,amount is 2.9x this merchant's typical amount (median $12.05)
2026-04-01,SPEEDWAY 8912,64.54,Fuel,0,speedway,speedway,4,2,1,Fuel,0.8361,64.54,4.182660643270669,0.024,44.185,1.4606767002376373,1.4606767002376373,0.9692382216128554,False,False,25.4,
2026-04-01,KROGER #912,83.54,Groceries,0,kroger,kroger,4,2,1,Groceries,0.7572,83.54,4.437224795138644,0.026,71.93,1.1614069233977478,1.1614069233977478,0.3472655307105663,False,False,16.6,
2026-04-02,DUNKIN 349832,4.9,Dining,0,dunkin,dunkin,4,3,2,Dining,0.8728,4.9,1.7749523509116738,0.044,7.555,0.6485771012574455,1.0,0.0,False,False,17.0,
2026-04-03,BP GAS STATION 2281,48.37,Fuel,0,bp gas station,bp,4,4,3,Fuel,0.8547,48.37,3.8993429522707714,0.018,49.95,0.9683683683683683,1.0,0.0,False,False,14.9,
2026-04-03,MCDONALDS F3812,7.36,Dining,0,mcdonalds f,mcdonalds,4,4,3,Dining,0.8766,7.36,2.1234584270966104,0.056,11.995000000000001,0.6135889954147561,1.0,0.0,False,False,15.8,
2026-04-03,ETSY.COM,57.78,Shopping,0,etsy com,etsy,4,4,3,Shopping,0.8857,57.78,4.073801660990771,0.04,58.8,0.9826530612244898,1.0,0.0,False,False,3.6,
2026-04-03,APPLE MUSIC,13.04,Entertainment,0,apple music,apple music,4,4,3,Entertainment,0.8728,13.04,2.641910398597665,0.014,9.74,1.3388090349075974,1.3388090349075974,1.5039320988329479,True,False,48.2,
2026-04-03,PANERA BREAD 2918,20.2,Dining,0,panera bread,panera bread,4,4,3,Dining,0.8521,20.2,3.054001181677967,0.046,18.11,1.1154058531198232,1.1154058531198232,0.4004788884392284,False,False,17.6,
2026-04-03,TACO BELL 3982,15.33,Dining,0,taco bell,taco bell,4,4,3,Dining,0.861,15.33,2.7930039069823738,0.036,12.05,1.2721991701244812,1.2721991701244812,0.951539652078809,False,False,23.0,
2026-04-04,SPOTIFY USA,16.63,Entertainment,0,spotify usa,spotify,4,5,4,Entertainment,0.8853,16.63,2.869601996409779,0.022,16.63,1.0,1.0,0.0,False,False,7.7,
2026-04-04,BEST BUY 882,216.27,Shopping,0,best buy,best buy,4,5,4,Shopping,0.8555,216.27,5.3811408197471495,0.038,117.4,1.8421635434412267,1.8421635434412267,1.3239408653851692,True,False,47.1,
2026-04-04,HULU,18.86,Entertainment,0,hulu,hulu,4,5,4,Entertainment,0.907,18.86,2.9887076586170265,0.02,17.52,1.07648401826484,1.07648401826484,0.2855663878984637,False,False,22.7,
2026-04-04,COSTCO WHOLESALE,93.0,Groceries,0,costco wholesale,costco wholesale,4,5,4,Groceries,0.8857,93.0,4.543294782270004,0.06,107.98,0.8612706056677162,1.0,0.0,False,False,17.1,
2026-04-07,PANERA BREAD 2918,17.17,Dining,0,panera bread,panera bread,4,1,7,Dining,0.8521,17.17,2.89977188240808,0.046,18.11,0.9480949751518499,1.0,0.0,False,False,6.4,
2026-04-07,ETSY.COM,76.47,Shopping,0,etsy com,etsy,4,1,7,Shopping,0.8857,76.47,4.349890764643811,0.04,58.8,1.3005102040816328,1.3005102040816328,0.5315901748417234,False,False,15.1,
2026-04-07,CHIPOTLE 1432,9.14,Dining,0,chipotle,chipotle,4,1,7,Dining,0.8391,9.14,2.316487998163037,0.044,15.82,0.5777496839443742,1.0,0.0,False,False,7.6,
2026-04-08,WHOLE FOODS MARKET,54.11,Groceries,0,whole foods market,whole foods,4,2,8,Groceries,0.8276,54.11,4.009331187895144,0.048,77.685,0.6965308618137349,1.0,0.0,False,False,7.8,
2026-04-08,TACO BELL 3982,10.26,Dining,0,taco bell,taco bell,4,2,8,Dining,0.861,10.26,2.421256622711544,0.036,12.05,0.8514522821576763,1.0,0.0,False,False,7.6,
2026-04-08,ALDI #128,94.14,Groceries,0,aldi,aldi,4,2,8,Groceries,0.7881,94.14,4.555349491004136,0.03,68.7,1.3703056768558952,1.3703056768558952,0.9225292968325046,False,False,15.8,
2026-04-08,MCDONALDS F3812,11.13,Dining,0,mcdonalds f,mcdonalds,4,2,8,Dining,0.8766,11.13,2.495681722955959,0.056,11.995000000000001,0.9278866194247603,1.0,0.0,False,False,11.7,
2026-04-09,BEST BUY 882,43.25,Shopping,0,best buy,best buy,4,3,9,Shopping,0.8555,43.25,3.7898553714539385,0.038,117.4,0.36839863713798976,1.0,0.0,False,False,3.2,
2026-04-10,EBAY COMMERCE,117.91,Shopping,0,ebay commerce,ebay commerce,4,4,10,Shopping,0.8827,117.91,4.778366904449488,0.03,93.2,1.2651287553648067,1.2651287553648067,0.6744907594765952,False,False,16.7,
2026-04-10,TRADER JOES #551,83.29,Groceries,0,trader joes,trader joes,4,4,10,Groceries,0.8246,83.29,4.434263234009391,0.032,72.02,1.156484309913913,1.156484309913913,0.354135143689785,False,False,11.8,
2026-04-11,NETFLIX.COM,17.71,Entertainment,0,netflix com,netflix,4,5,11,Entertainment,0.8948,17.71,2.9290581402859983,0.022,19.62,0.9026503567787971,1.0,0.0,False,False,7.9,
2026-04-11,COSTCO WHOLESALE,434.13,Groceries,1,costco wholesale,costco wholesale,4,5,11,Groceries,0.8857,434.13,6.075644837016458,0.06,107.98,4.0204667531024265,4.0204667531024265,6.061032131238227,True,True,85.5,amount is 4.0x this merchant's typical amount (median $107.98)
2026-04-11,MOBIL 29182,58.84,Fuel,0,mobil,mobil,4,5,11,Fuel,0.8379,58.84,4.091674333666222,0.032,55.785,1.0547638254010936,1.0547638254010936,0.18259364379273404,False,False,10.5,
2026-04-11,EBAY COMMERCE,50.37,Shopping,0,ebay commerce,ebay commerce,4,5,11,Shopping,0.8827,50.37,3.9390543444791764,0.03,93.2,0.540450643776824,1.0,0.0,False,False,2.7,
2026-04-11,DUNKIN 349832,3.67,Dining,0,dunkin,dunkin,4,5,11,Dining,0.8728,3.67,1.541159071680806,0.044,7.555,0.485771012574454,1.0,0.0,False,False,28.0,
2026-04-12,TRADER JOES #551,36.14,Groceries,0,trader joes,trader joes,4,6,12,Groceries,0.8246,36.14,3.61469455592456,0.032,72.02,0.5018050541516246,1.0,0.0,False,False,2.9,
2026-04-13,AMZN MKTP US,118.94,Shopping,0,amzn mktp us,amazon,4,0,13,Shopping,0.8063,118.94,4.786991617740363,0.034,90.57,1.3132383791542455,1.3132383791542455,0.7983021629683359,False,False,13.6,
2026-04-13,DISNEY PLUS,20.16,Entertainment,0,disney plus,disney plus,4,0,13,Entertainment,0.8426,20.16,3.052112606990099,0.014,19.96,1.0100200400801602,1.0100200400801602,0.06680026720106856,False,False,26.5,
2026-04-13,MAX STREAMING,16.68,Entertainment,0,max streaming,max streaming,4,0,13,Entertainment,0.9204,16.68,2.8724340572094973,0.022,16.68,1.0,1.0,0.0,False,False,7.7,
2026-04-13,BEST BUY 882,177.65,Shopping,0,best buy,best buy,4,0,13,Shopping,0.8555,177.65,5.185428584469419,0.038,117.4,1.5132027257240204,1.5132027257240204,0.8067911109482799,False,False,28.1,
2026-04-13,CHIPOTLE 1432,23.59,Dining,0,chipotle,chipotle,4,0,13,Dining,0.8391,23.59,3.202339856228101,0.044,15.82,1.491150442477876,1.491150442477876,1.3773438110730993,False,False,29.3,
2026-04-14,STARBUCKS STORE 12931,7.56,Dining,0,starbucks store,starbucks,4,1,14,Dining,0.8092,7.56,2.1471001901536506,0.07,9.87,0.7659574468085106,1.0,0.0,False,False,23.4,
2026-04-14,DUNKIN 349832,12.63,Dining,0,dunkin,dunkin,4,1,14,Dining,0.8728,12.63,2.612273245708441,0.044,7.555,1.671740569159497,1.671740569159497,1.3556596452846421,False,False,40.3,
2026-04-14,AMAZON MARKETPLACE,98.99,Shopping,0,amazon marketplace,amazon marketplace,4,1,14,Shopping,0.8586,98.99,4.605070180987758,0.034,69.9,1.4161659513590843,1.4161659513590843,0.583435509758375,False,False,15.2,
2026-04-15,HULU,19.03,Entertainment,0,hulu,hulu,4,2,15,Entertainment,0.907,19.03,2.997231149677727,0.02,17.52,1.0861872146118723,1.0861872146118723,0.3217949594975229,False,False,22.9,
2026-04-16,AMAZON MARKETPLACE,97.31,Shopping,0,amazon marketplace,amazon marketplace,4,3,16,Shopping,0.8586,97.31,4.588125751378833,0.034,69.9,1.3921316165951358,1.3921316165951358,0.5497410561181527,False,False,14.7,
2026-04-16,SPOTIFY USA,13.74,Entertainment,0,spotify usa,spotify,4,3,16,Entertainment,0.8853,13.74,2.6905648867611904,0.022,16.63,0.8262176788935659,1.0,0.0,False,False,10.5,
2026-04-16,WHOLE FOODS MARKET,30.18,Groceries,0,whole foods market,whole foods,4,3,16,Groceries,0.8276,30.18,3.4397768636296306,0.048,77.685,0.3884919868700521,1.0,0.0,False,False,8.8,
2026-04-16,DUNKIN 349832,7.95,Dining,0,dunkin,dunkin,4,3,16,Dining,0.8728,7.95,2.191653532286764,0.044,7.555,1.0522832561217736,1.0522832561217736,0.10551439603693284,False,False,20.3,
2026-04-16,EBAY COMMERCE,55.02,Shopping,0,ebay commerce,ebay commerce,4,3,16,Shopping,0.8827,55.02,4.0257087698319625,0.03,93.2,0.590343347639485,1.0,0.0,False,False,2.6,
2026-04-17,SHOPRITE #441,46.25,Groceries,0,shoprite,shoprite,4,4,17,Groceries,0.7574,46.25,3.855452653939752,0.034,89.38,0.5174535690311032,1.0,0.0,False,False,0.5,
2026-04-17,AMZN MKTP US,66.6,Shopping,0,amzn mktp us,amazon,4,4,17,Shopping,0.8063,66.6,4.213607983048918,0.034,90.57,0.7353428287512421,1.0,0.0,False,False,0.4,
2026-04-17,COSTCO WHOLESALE,49.36,Groceries,0,costco wholesale,costco wholesale,4,4,17,Groceries,0.8857,49.36,3.9191972091761462,0.06,107.98,0.457121689201704,1.0,0.0,False,False,15.3,
2026-04-18,CHIPOTLE 1432,18.53,Dining,0,chipotle,chipotle,4,5,18,Dining,0.8391,18.53,2.9719517448885875,0.044,15.82,1.1713021491782554,1.1713021491782554,0.4803863227809653,False,False,16.8,
2026-04-18,CHIPOTLE 1432,10.99,Dining,0,chipotle,chipotle,4,5,18,Dining,0.8391,10.99,2.4840729690394228,0.044,15.82,0.6946902654867256,1.0,0.0,False,False,5.5,
2026-04-19,CHEVRON 5812,58.23,Fuel,0,chevron,chevron,4,6,19,Fuel,0.9404,58.23,4.0814281702888735,0.034,56.98,1.021937521937522,1.021937521937522,0.08241578194973062,False,False,8.4,
2026-04-19,COSTCO WHOLESALE,45.02,Groceries,0,costco wholesale,costco wholesale,4,6,19,Groceries,0.8857,45.02,3.82907608460722,0.06,107.98,0.4169290609372106,1.0,0.0,False,False,15.7,
2026-04-19,SPOTIFY USA,16.26,Entertainment,0,spotify usa,spotify,4,6,19,Entertainment,0.8853,16.26,2.848391685655282,0.022,16.63,0.9777510523150934,1.0,0.0,False,False,7.5,
2026-04-19,TRADER JOES #551,78.82,Groceries,0,trader joes,trader joes,4,6,19,Groceries,0.8246,78.82,4.379774099620588,0.032,72.02,1.0944182171618995,1.0944182171618995,0.21367515324672004,False,False,10.2,
2026-04-20,CHEVRON 5812,68.64,Fuel,0,chevron,chevron,4,0,20,Fuel,0.9404,68.64,4.243339114899988,0.034,56.98,1.2046332046332047,1.2046332046332047,0.7687744140270875,False,False,11.6,
2026-04-20,SPEEDWAY 8912,62.47,Fuel,0,speedway,speedway,4,0,20,Fuel,0.8361,62.47,4.150567353318379,0.024,44.185,1.4138282222473688,1.4138282222473688,0.8706716228047682,False,False,23.4,
2026-04-20,MAX STREAMING,11.98,Entertainment,0,max streaming,max streaming,4,0,20,Entertainment,0.9204,11.98,2.563409711275944,0.022,16.68,0.7182254196642687,1.0,0.0,False,False,12.7,
2026-04-21,HULU,24.04,Entertainment,0,hulu,hulu,4,1,21,Entertainment,0.907,24.04,3.2204745462318978,0.02,17.52,1.3721461187214612,1.3721461187214612,1.3894722754462563,False,False,34.2,
2026-04-21,APPLE MUSIC,8.26,Entertainment,0,apple music,apple music,4,1,21,Entertainment,0.8728,8.26,2.225704048658088,0.014,9.74,0.8480492813141683,1.0,0.0,False,False,27.1,
2026-04-22,MOBIL 29182,71.88,Fuel,0,mobil,mobil,4,2,22,Fuel,0.8379,71.88,4.288814252951703,0.032,55.785,1.2885184189298198,1.2885184189298198,0.9619786241715377,False,False,15.0,
2026-04-22,MOBIL 29182,42.25,Fuel,0,mobil,mobil,4,2,22,Fuel,0.8379,42.25,3.7669972333778885,0.032,55.785,0.757372053419378,1.0,0.0,False,False,1.9,
2026-04-23,WHOLE FOODS MARKET,92.47,Groceries,0,whole foods market,whole foods,4,3,23,Groceries,0.8276,92.47,4.537640529194492,0.048,77.685,1.1903198815730192,1.1903198815730192,0.32340995228997754,False,False,20.1,
2026-04-24,MOBIL 29182,59.7,Fuel,0,mobil,mobil,4,4,24,Fuel,0.8379,59.7,4.1059436980654525,0.032,55.785,1.0701801559559023,1.0701801559559023,0.2339948004741582,False,False,11.0,
2026-04-24,BEST BUY 882,200.34,Shopping,0,best buy,best buy,4,4,24,Shopping,0.8555,200.34,5.304995021301277,0.038,117.4,1.7064735945485519,1.7064735945485519,1.110626634722827,False,False,37.2,
2026-04-25,WHOLE FOODS MARKET,30.6,Groceries,0,whole foods market,whole foods,4,5,25,Groceries,0.8276,30.6,3.4531571205928664,0.048,77.685,0.39389843599150415,1.0,0.0,False,False,9.0,
2026-04-25,DISNEY PLUS,20.35,Entertainment,0,disney plus,disney plus,4,5,25,Entertainment,0.8426,20.35,3.0610517396746335,0.014,19.96,1.0195390781563127,1.0195390781563127,0.13026052104208435,False,False,30.2,
2026-04-25,NETFLIX.COM,19.0,Entertainment,0,netflix com,netflix,4,5,25,Entertainment,0.8948,19.0,2.995732273553991,0.022,19.62,0.9683995922528033,1.0,0.0,False,False,7.8,
2026-04-26,CHEVRON 5812,55.44,Fuel,0,chevron,chevron,4,6,26,Fuel,0.9404,55.44,4.033178126984613,0.034,56.98,0.972972972972973,1.0,0.0,False,False,0.2,
2026-04-26,SHOPRITE #441,53.0,Groceries,0,shoprite,shoprite,4,6,26,Groceries,0.7574,53.0,3.9889840465642745,0.034,89.38,0.5929738196464533,1.0,0.0,False,False,0.1,
2026-04-26,TRADER JOES #551,167.99,Groceries,1,trader joes,trader joes,4,6,26,Groceries,0.8246,167.99,5.129839541574732,0.032,72.02,2.3325465148569844,2.3325465148569844,3.015647714277608,True,True,61.7,amount is 2.3x this merchant's typical amount (median $72.02)
2026-04-26,BEST BUY 882,65.25,Shopping,0,best buy,best buy,4,6,26,Shopping,0.8555,65.25,4.193435464866331,0.038,117.4,0.5557921635434412,1.0,0.0,False,False,3.2,
2026-04-27,NETFLIX.COM,24.5,Entertainment,0,netflix com,netflix,4,0,27,Entertainment,0.8948,24.5,3.2386784521643803,0.022,19.62,1.2487257900101936,1.2487257900101936,1.6581719334012908,False,False,35.2,
2026-04-27,COSTCO WHOLESALE,179.26,Groceries,0,costco wholesale,costco wholesale,4,0,27,Groceries,0.8857,179.26,5.194400253128264,0.06,107.98,1.6601222448601591,1.6601222448601591,1.3246370391373932,False,False,45.6,
2026-04-27,AMAZON MARKETPLACE,16.64,Shopping,0,amazon marketplace,amazon marketplace,4,0,27,Shopping,0.8586,16.64,2.8701690505786455,0.034,69.9,0.23805436337625177,1.0,0.0,False,False,4.9,
2026-04-27,PANERA BREAD 2918,11.86,Dining,0,panera bread,panera bread,4,0,27,Dining,0.8521,11.86,2.554121718809473,0.046,18.11,0.6548868028713418,1.0,0.0,False,False,6.9,
2026-04-28,BEST BUY 882,149.81,Shopping,0,best buy,best buy,4,1,28,Shopping,0.8555,149.81,5.016020766372594,0.038,117.4,1.2760647359454855,1.2760647359454855,0.4339933594329253,False,False,23.3,
2026-04-28,MCDONALDS F3812,11.84,Dining,0,mcdonalds f,mcdonalds,4,1,28,Dining,0.8766,11.84,2.552565298261815,0.056,11.995000000000001,0.9870779491454772,1.0,0.0,False,False,11.7,
2026-04-29,HULU,13.9,Entertainment,0,hulu,hulu,4,2,29,Entertainment,0.907,13.9,2.7013612129514133,0.02,17.52,0.79337899543379,1.0,0.0,False,False,14.3,
2026-04-30,WHOLE FOODS MARKET,88.27,Groceries,0,whole foods market,whole foods,4,3,30,Groceries,0.8276,88.27,4.4916654851912705,0.048,77.685,1.1362553903584989,1.1362553903584989,0.23153833919441402,False,False,18.1,
2026-04-30,TARGET STORE 1192,30.64,Shopping,0,target store,target,4,3,30,Shopping,0.8032,30.64,3.4544221428994533,0.034,84.47,0.36273233100509056,1.0,0.0,False,False,2.3,
2026-04-30,MAX STREAMING,11.26,Entertainment,0,max streaming,max streaming,4,3,30,Entertainment,0.9204,11.26,2.506341930508065,0.022,16.68,0.6750599520383693,1.0,0.0,False,False,13.7,
2026-04-30,CHEVRON 5812,56.98,Fuel,0,chevron,chevron,4,3,30,Fuel,0.9404,56.98,4.06009812349351,0.034,56.98,1.0,1.0,0.0,False,False,0.3,
2026-04-30,WHOLE FOODS MARKET,66.64,Groceries,0,whole foods market,whole foods,4,3,30,Groceries,0.8276,66.64,4.21419952403038,0.048,77.685,0.8578232606037202,1.0,0.0,False,False,8.0,
2026-05-01,ALDI #128,62.51,Groceries,0,aldi,aldi,5,4,1,Groceries,0.7881,62.51,4.151197373814884,0.03,68.7,0.9098981077147016,1.0,0.0,False,False,2.9,
2026-05-02,COSTCO WHOLESALE,162.5,Groceries,0,costco wholesale,costco wholesale,5,5,2,Groceries,0.8857,162.5,5.096812990337308,0.06,107.98,1.5049083163548804,1.5049083163548804,1.013176366074224,False,False,35.9,
